ID,ComID,Geogname,Year,Datagroup,Diseases of the Circulatory System,Diseases of the Digestive System,Diseases of the Genitourinary System,Diseases of the Musculoskeletal System,Diseases of the Respiratory System,"Endocrine, Nutritional, and Metabolic",Infectious and Parasitic Diseases,Injury and Poisoning,Mental Disorders,Neoplasms,Total,Circulatory System: Heart Disease,Circulatory System: Major cerebrovascular diseas,Digestive System: esophagus,Digestive System: gall bladder,Digestive System: intestine & peritoneum,Genitourinary System: female genital organs,Genitourinary System: male genital organs,Genitourinary System: urinary system,Respiratory System: asthma,Respiratory System: COPD,Respiratory System: Pneumonia,Neoplasms: Malignant neoplasms,Sub Total,Males,Females,Both Genders
170,cnt1211,Cumberland County,1998,All Ages,734,631,225,194,631,114,69,304,262,306,3470,38,20,35,39,34,19,10,38,1,26,40,31,331,348,325,673
171,cnt1211,Cumberland County,1999,00-19,3,57,17,9,93,8,17,53,44,3,304,2,0,3,3,8,3,3,6,0,4,7,2,41,60,55,115
172,cnt1211,Cumberland County,1999,20-39,23,125,34,17,20,12,6,56,82,11,386,9,2,2,11,8,6,1,6,0,2,6,2,55,65,58,123
173,cnt1211,Cumberland County,1999,40-59,118,161,46,33,46,26,5,62,69,84,650,13,3,7,13,9,7,2,9,0,8,9,14,94,92,86,178
174,cnt1211,Cumberland County,1999,60 plus,596,325,135,111,329,58,18,106,61,201,1940,14,13,14,14,12,7,7,14,1,14,14,14,138,129,120,249
175,cnt1211,Cumberland County,1999,All Ages,740,668,232,170,488,104,46,277,256,299,3280,38,18,26,41,37,23,13,35,1,28,36,32,328,346,319,665
176,cnt1211,Cumberland County,2000,00-19,3,28,11,7,68,9,11,41,27,2,207,2,0,0,1,2,2,1,5,0,2,7,0,22,44,43,87
177,cnt1211,Cumberland County,2000,20-39,19,93,38,16,13,12,5,45,55,12,308,8,0,5,9,5,7,0,4,0,0,3,5,46,57,60,117
178,cnt1211,Cumberland County,2000,40-59,159,141,52,25,66,19,4,53,43,73,635,13,8,8,12,11,6,2,9,0,12,9,13,103,98,89,187
179,cnt1211,Cumberland County,2000,60 plus,626,294,140,84,311,58,16,107,53,161,1850,14,13,12,12,14,5,6,13,1,14,14,14,132,124,115,239
180,cnt1211,Cumberland County,2000,All Ages,807,556,241,132,458,98,36,246,178,248,3000,37,21,25,34,32,20,9,31,1,28,33,32,303,323,307,630
181,cnt1203,Digby County,1995,00-19,,21,5,4,46,9,10,27,29,1,152,0,0,1,0,2,2,1,1,0,1,2,0,10,19,18,37
182,cnt1203,Digby County,1995,20-39,15,63,44,11,31,24,4,29,93,12,326,3,0,4,3,2,2,0,3,0,0,4,2,23,27,23,50
183,cnt1203,Digby County,1995,40-59,86,80,35,21,14,11,3,29,84,54,417,4,3,4,4,4,2,2,4,1,2,2,4,36,35,33,68
184,cnt1203,Digby County,1995,60 plus,330,112,68,44,107,32,13,75,46,132,959,4,4,4,4,4,2,2,4,1,3,4,4,40,38,37,75
185,cnt1203,Digby County,1995,All Ages,431,276,152,80,198,76,30,160,252,199,1854,11,7,13,11,12,8,5,12,2,6,12,10,109,119,111,230
186,cnt1203,Digby County,1996,00-19,1,19,6,5,40,9,6,27,30,,143,0,0,0,1,1,0,1,3,0,0,3,0,9,15,19,34
187,cnt1203,Digby County,1996,20-39,14,68,44,11,14,10,2,35,107,12,317,3,1,1,4,2,2,0,3,0,0,2,2,20,30,23,53
188,cnt1203,Digby County,1996,40-59,87,67,52,27,23,19,3,28,69,73,448,4,3,4,4,4,2,1,3,1,3,4,4,37,35,35,70
189,cnt1203,Digby County,1996,60 plus,307,114,71,51,125,25,15,78,51,140,977,4,4,3,4,4,2,2,4,0,4,4,4,39,37,37,74
190,cnt1203,Digby County,1996,All Ages,409,268,173,94,202,63,26,168,257,225,1885,11,8,8,13,11,6,4,13,1,7,13,10,105,117,114,231
191,cnt1203,Digby County,1997,00-19,4,36,9,3,43,3,6,15,14,1,134,3,0,2,2,0,1,2,3,0,2,3,0,18,21,23,44
192,cnt1203,Digby County,1997,20-39,6,50,23,10,21,9,5,26,56,8,214,2,0,2,4,3,2,0,2,1,0,1,3,20,28,22,50
193,cnt1203,Digby County,1997,40-59,114,71,56,18,27,12,4,35,56,66,459,4,4,4,4,4,2,1,4,0,3,4,4,38,38,35,73
194,cnt1203,Digby County,1997,60 plus,415,134,58,41,122,31,19,71,51,168,1110,4,4,4,4,4,2,2,4,1,4,4,4,41,41,36,77
195,cnt1203,Digby County,1997,All Ages,539,291,146,72,213,55,34,147,177,243,1917,13,8,12,14,11,7,5,13,2,9,12,11,117,128,116,244
196,cnt1203,Digby County,1998,00-19,5,18,7,4,40,4,6,29,6,4,123,2,0,1,1,2,1,2,1,0,0,4,1,15,23,19,42
197,cnt1203,Digby County,1998,20-39,14,59,27,9,15,6,9,25,61,12,237,4,0,3,4,1,2,1,3,0,0,1,3,22,27,28,55
198,cnt1203,Digby County,1998,40-59,95,80,40,15,23,13,7,27,47,46,393,4,3,3,4,4,2,1,4,2,1,4,4,36,33,36,69
199,cnt1203,Digby County,1998,60 plus,388,130,47,42,121,32,7,81,43,131,1022,4,4,4,4,4,2,2,3,2,4,4,4,41,38,38,76
200,cnt1203,Digby County,1998,All Ages,502,287,121,70,199,55,29,162,157,193,1775,14,7,11,13,11,7,6,11,4,5,13,12,114,121,121,242
201,cnt1203,Digby County,1999,00-19,2,15,7,7,26,2,9,19,7,1,95,1,1,0,2,1,1,0,3,0,1,3,0,13,21,16,37
202,cnt1203,Digby County,1999,20-39,7,33,26,4,15,2,6,26,52,9,180,3,0,1,3,1,2,1,3,0,0,1,3,18,22,21,43
203,cnt1203,Digby County,1999,40-59,130,84,48,16,24,13,3,39,50,49,456,4,4,4,4,4,2,2,4,1,2,2,4,37,37,34,71
204,cnt1203,Digby County,1999,60 plus,368,124,53,28,129,30,15,87,31,132,997,4,4,4,4,4,2,2,4,1,4,4,4,41,39,38,77
205,cnt1203,Digby County,1999,All Ages,507,256,134,55,194,47,33,171,140,191,1728,12,9,9,13,10,7,5,14,2,7,10,11,109,119,109,228
206,cnt1203,Digby County,2000,00-19,2,10,4,6,28,3,5,18,5,1,82,0,1,1,1,0,1,0,1,0,0,1,0,6,16,16,32
207,cnt1203,Digby County,2000,20-39,8,38,24,11,15,5,3,25,40,13,182,3,0,2,2,3,2,0,4,0,0,2,2,20,26,23,49
208,cnt1203,Digby County,2000,40-59,109,72,40,10,24,13,2,35,51,44,400,4,4,4,4,4,2,2,3,0,2,4,4,37,35,34,69
209,cnt1203,Digby County,2000,60 plus,298,139,72,50,95,29,10,95,31,136,955,4,4,4,4,4,2,2,4,0,4,4,4,40,39,36,75
210,cnt1203,Digby County,2000,All Ages,417,259,140,77,162,50,20,173,127,194,1619,11,9,11,11,11,7,4,12,0,6,11,10,103,116,109,225
211,cnt1213,Guysborough County,1995,00-19,2,34,4,11,60,1,15,26,7,,160,1,0,4,0,2,0,1,3,1,3,6,0,21,34,31,65
212,cnt1213,Guysborough County,1995,20-39,13,49,21,15,16,5,5,29,27,3,183,4,0,4,7,1,4,0,3,1,1,4,2,31,40,34,74
213,cnt1213,Guysborough County,1995,40-59,69,58,23,15,13,11,4,27,30,27,277,8,3,5,6,3,4,1,5,0,1,3,6,45,50,42,92
214,cnt1213,Guysborough County,1995,60 plus,246,136,59,49,163,40,18,70,36,115,932,8,8,8,6,4,3,4,8,3,8,8,8,76,68,69,137
215,cnt1213,Guysborough County,1995,All Ages,330,277,107,90,252,57,42,152,100,145,1552,21,11,21,19,10,11,6,19,5,13,21,16,173,192,176,368
216,cnt1213,Guysborough County,1996,00-19,,15,3,3,25,5,8,11,14,1,85,0,0,1,0,2,0,1,2,0,1,4,0,11,23,24,47
217,cnt1213,Guysborough County,1996,20-39,5,44,18,10,8,4,1,13,23,6,132,4,0,4,5,4,3,2,2,0,0,2,3,29,37,28,65
218,cnt1213,Guysborough County,1996,40-59,67,59,28,28,26,8,3,20,29,29,297,8,2,5,7,5,4,2,5,0,4,3,7,52,56,45,101
219,cnt1213,Guysborough County,1996,60 plus,337,112,51,42,122,23,24,41,22,76,850,8,7,6,6,7,4,4,6,3,8,8,8,75,64,70,134
220,cnt1213,Guysborough County,1996,All Ages,409,230,100,83,181,40,36,85,88,112,1364,20,9,16,18,18,11,9,15,3,13,17,18,167,180,167,347
221,cnt1213,Guysborough County,1997,00-19,,14,5,4,38,2,2,13,9,4,91,0,0,0,1,3,0,1,3,0,0,3,1,12,24,16,40
222,cnt1213,Guysborough County,1997,20-39,3,34,11,12,14,2,3,19,26,4,128,2,0,3,4,3,3,0,1,0,1,4,2,23,42,19,61
223,cnt1213,Guysborough County,1997,40-59,65,55,22,16,28,5,12,20,16,35,274,8,3,4,4,4,3,1,6,0,3,6,7,49,50,42,92
224,cnt1213,Guysborough County,1997,60 plus,304,103,56,29,152,14,20,45,29,80,832,8,6,5,5,6,3,4,7,3,8,8,7,70,64,63,127
225,cnt1213,Guysborough County,1997,All Ages,372,206,94,61,232,23,37,97,80,123,1325,18,9,12,14,16,9,6,17,3,12,21,17,154,180,140,320
226,cnt1213,Guysborough County,1998,00-19,1,14,3,2,26,,5,13,2,2,68,1,0,0,1,0,1,0,1,0,0,5,0,9,16,17,33
227,cnt1213,Guysborough County,1998,20-39,2,20,14,8,4,1,1,11,33,5,99,1,0,1,3,0,3,0,4,0,1,0,1,14,27,19,46
228,cnt1213,Guysborough County,1998,40-59,52,44,30,14,21,8,2,13,37,35,256,7,1,5,6,3,4,1,5,1,2,3,7,45,51,41,92
229,cnt1213,Guysborough County,1998,60 plus,240,119,60,38,121,17,25,47,20,78,765,8,8,7,8,7,4,3,6,4,8,8,8,79,70,67,137
230,cnt1213,Guysborough County,1998,All Ages,295,197,107,62,172,26,33,84,92,120,1188,17,9,13,18,10,12,4,16,5,11,16,16,147,164,144,308
231,cnt1213,Guysborough County,1999,00-19,1,8,6,1,32,1,4,11,4,1,69,1,0,0,0,1,2,1,2,0,1,5,1,14,22,18,40
232,cnt1213,Guysborough County,1999,20-39,3,35,22,7,10,2,3,14,29,7,132,1,0,2,5,2,4,1,3,0,1,2,1,22,37,19,56
233,cnt1213,Guysborough County,1999,40-59,59,59,30,14,28,4,,15,30,31,270,7,3,4,6,4,3,2,6,1,3,5,7,51,48,49,97
234,cnt1213,Guysborough County,1999,60 plus,181,107,42,42,144,21,9,52,26,78,702,8,7,4,5,7,3,4,5,5,7,6,8,69,57,62,119
235,cnt1213,Guysborough County,1999,All Ages,244,209,100,64,214,28,16,92,89,117,1173,17,10,10,16,14,12,8,16,6,12,18,17,156,164,148,312
236,cnt1213,Guysborough County,2000,00-19,3,9,3,2,8,3,1,17,2,1,49,1,0,0,0,1,0,0,2,0,0,1,0,5,14,11,25
237,cnt1213,Guysborough County,2000,20-39,4,25,21,6,8,2,2,5,25,6,104,1,0,1,5,0,4,2,2,0,0,1,2,18,30,20,50
238,cnt1213,Guysborough County,2000,40-59,50,54,28,16,20,10,4,28,21,28,259,7,4,5,5,4,3,2,7,0,4,2,7,50,49,46,95
239,cnt1213,Guysborough County,2000,60 plus,224,86,55,45,119,20,13,46,28,73,709,8,6,7,8,8,2,4,7,2,8,8,8,76,63,68,131
240,cnt1213,Guysborough County,2000,All Ages,281,174,107,69,155,35,20,96,76,108,1121,17,10,13,18,13,9,8,18,2,12,12,17,149,156,145,301
241,cnt1209,Halifax County,1995,00-19,34,283,166,172,647,111,110,457,156,42,2178,2,2,2,2,2,1,1,2,2,2,2,2,22,21,21,42
242,cnt1209,Halifax County,1995,20-39,134,886,598,320,355,171,94,545,829,246,4178,2,2,2,2,2,1,1,2,2,2,2,2,22,21,22,43
243,cnt1209,Halifax County,1995,40-59,952,1072,520,429,300,172,71,475,628,671,5290,2,2,2,2,2,1,1,2,2,2,2,2,22,21,21,42
244,cnt1209,Halifax County,1995,60 plus,2961,1403,670,656,1107,238,127,950,434,1279,9825,2,2,2,2,2,1,1,2,2,2,2,2,22,21,21,42
245,cnt1209,Halifax County,1995,All Ages,4081,3644,1954,1577,2409,692,402,2427,2047,2238,21471,8,8,8,8,8,4,4,8,8,8,8,8,88,84,85,169
246,cnt1209,Halifax County,1996,00-19,36,274,145,123,516,81,94,420,170,44,1903,2,2,2,2,2,1,1,2,2,2,2,2,22,21,21,42
247,cnt1209,Halifax County,1996,20-39,124,814,533,305,304,132,118,530,789,214,3863,2,2,2,2,2,1,1,2,1,2,2,2,21,21,22,43
248,cnt1209,Halifax County,1996,40-59,860,949,492,379,341,139,63,483,681,692,5079,2,2,2,2,2,1,1,2,2,2,2,2,22,21,22,43
249,cnt1209,Halifax County,1996,60 plus,2912,1203,647,656,1161,293,127,973,464,1077,9513,2,2,2,2,2,1,1,2,2,2,2,2,22,21,20,41
250,cnt1209,Halifax County,1996,All Ages,3932,3240,1817,1463,2322,645,402,2406,2104,2027,20358,8,8,8,8,8,4,4,8,7,8,8,8,87,84,85,169
251,cnt1209,Halifax County,1997,00-19,39,277,135,125,469,89,83,368,181,33,1799,2,2,2,2,2,1,1,2,1,1,2,2,20,20,20,40
252,cnt1209,Halifax County,1997,20-39,124,791,574,309,259,113,87,532,900,222,3911,2,2,2,2,2,1,1,2,2,2,2,2,22,22,21,43
253,cnt1209,Halifax County,1997,40-59,900,910,578,455,363,138,55,511,743,829,5482,2,2,2,2,2,1,1,2,2,2,2,2,22,21,20,41
254,cnt1209,Halifax County,1997,60 plus,2860,1097,774,669,1267,273,121,957,441,1141,9600,2,2,2,2,2,1,1,2,2,2,2,2,22,21,20,41
255,cnt1209,Halifax County,1997,All Ages,3923,3075,2061,1558,2358,613,346,2368,2265,2225,20792,8,8,8,8,8,4,4,8,7,7,8,8,86,84,81,165
256,cnt1209,Halifax County,1998,00-19,30,290,194,142,459,78,98,359,159,37,1846,2,0,2,2,2,1,1,2,1,1,2,2,18,19,19,38
257,cnt1209,Halifax County,1998,20-39,115,799,574,310,257,121,70,495,727,260,3728,3,2,2,2,2,1,1,2,2,2,2,2,23,22,21,43
258,cnt1209,Halifax County,1998,40-59,804,958,610,438,339,139,57,538,677,800,5360,3,2,2,2,2,1,1,2,2,2,2,2,23,23,20,43
259,cnt1209,Halifax County,1998,60 plus,2755,1212,741,682,1418,254,108,997,338,1273,9778,2,2,2,2,2,1,1,2,2,2,2,2,22,21,21,42
260,cnt1209,Halifax County,1998,All Ages,3704,3259,2119,1572,2473,592,333,2389,1901,2370,20712,10,6,8,8,8,4,4,8,7,7,8,8,86,85,81,166
261,cnt1209,Halifax County,1999,00-19,38,261,157,142,490,82,115,392,206,54,1937,2,1,2,2,3,1,1,2,0,2,2,2,20,19,20,39
262,cnt1209,Halifax County,1999,20-39,109,655,523,263,303,112,71,494,766,253,3549,2,2,2,2,2,1,1,2,2,2,2,2,22,21,24,45
263,cnt1209,Halifax County,1999,40-59,873,875,658,428,366,141,75,581,604,784,5385,3,2,2,2,2,2,1,2,2,2,2,2,24,22,23,45
264,cnt1209,Halifax County,1999,60 plus,2619,1142,718,637,1327,256,91,902,277,1319,9288,2,2,2,2,2,1,1,2,2,2,2,2,22,21,21,42
265,cnt1209,Halifax County,1999,All Ages,3639,2933,2056,1470,2486,591,352,2369,1853,2410,20159,9,7,8,8,9,5,4,8,6,8,8,8,88,83,88,171
266,cnt1209,Halifax County,2000,00-19,32,331,169,139,330,63,118,355,176,44,1757,2,2,2,2,2,1,1,2,0,2,2,2,20,20,20,40
267,cnt1209,Halifax County,2000,20-39,87,633,531,235,194,102,65,487,631,208,3173,2,2,2,2,2,1,1,2,2,2,2,2,22,21,23,44
268,cnt1209,Halifax County,2000,40-59,830,836,575,377,264,126,57,639,539,788,5031,2,3,2,2,2,1,1,2,2,2,2,2,23,22,20,42
269,cnt1209,Halifax County,2000,60 plus,2510,942,664,589,1090,240,84,879,283,1240,8521,2,2,2,2,2,1,1,2,2,2,2,2,22,21,21,42
270,cnt1209,Halifax County,2000,All Ages,3459,2742,1939,1340,1878,531,324,2360,1629,2280,18482,8,9,8,8,8,4,4,8,6,8,8,8,87,84,84,168
271,cnt1208,Hants County,1995,00-19,8,54,37,18,153,19,18,107,26,4,444,2,1,3,5,3,2,1,8,2,3,5,3,38,45,51,96
272,cnt1208,Hants County,1995,20-39,22,147,117,51,44,19,10,90,102,33,635,7,1,6,7,8,4,1,8,2,1,6,6,57,68,51,119
273,cnt1208,Hants County,1995,40-59,216,207,108,83,56,18,26,78,76,100,968,8,6,8,10,9,5,2,7,0,8,7,8,78,77,69,146
274,cnt1208,Hants County,1995,60 plus,650,259,110,105,227,42,39,140,64,219,1855,9,8,8,8,8,4,5,8,3,8,9,8,86,82,79,161
275,cnt1208,Hants County,1995,All Ages,896,667,372,257,480,98,93,415,268,356,3902,26,16,25,30,28,15,9,31,7,20,27,25,259,272,250,522
276,cnt1208,Hants County,1996,00-19,3,45,19,27,89,12,19,74,44,5,337,1,0,5,3,1,2,1,5,0,0,5,3,26,44,38,82
277,cnt1208,Hants County,1996,20-39,39,101,85,28,36,14,8,81,89,29,510,7,1,6,8,5,5,1,6,0,1,3,5,48,61,45,106
278,cnt1208,Hants County,1996,40-59,188,155,104,63,31,17,14,87,66,92,817,8,5,7,8,8,4,2,8,0,6,4,7,67,71,62,133
279,cnt1208,Hants County,1996,60 plus,588,224,123,105,182,55,23,155,54,188,1697,9,8,8,8,8,4,4,9,2,9,8,9,86,79,79,158
280,cnt1208,Hants County,1996,All Ages,818,525,331,223,338,98,64,397,253,314,3361,25,14,26,27,22,15,8,28,2,16,20,24,227,255,224,479
281,cnt1208,Hants County,1997,00-19,13,48,35,17,95,9,19,72,13,4,325,3,0,2,2,4,4,0,5,0,0,7,2,29,46,36,82
282,cnt1208,Hants County,1997,20-39,25,72,100,38,25,24,7,71,94,26,482,5,1,5,5,3,5,1,7,0,0,3,5,40,54,46,100
283,cnt1208,Hants County,1997,40-59,193,136,96,60,45,36,11,64,71,106,818,8,4,7,9,6,5,2,7,0,6,7,7,68,70,68,138
284,cnt1208,Hants County,1997,60 plus,628,225,118,94,188,39,19,170,40,225,1746,10,9,7,8,8,4,4,8,0,8,9,8,83,72,77,149
285,cnt1208,Hants County,1997,All Ages,859,481,349,209,353,108,56,377,218,361,3371,26,14,21,24,21,18,7,27,0,14,26,22,220,242,227,469
286,cnt1208,Hants County,1998,00-19,4,49,25,34,108,11,19,68,23,11,352,1,0,1,2,2,3,0,4,0,2,6,2,23,40,45,85
287,cnt1208,Hants County,1998,20-39,27,105,89,38,34,19,4,84,80,38,518,6,1,5,5,7,5,1,7,0,1,1,5,44,66,43,109
288,cnt1208,Hants County,1998,40-59,184,149,120,57,44,26,7,67,72,109,835,8,4,6,6,8,5,3,7,0,7,7,9,70,69,69,138
289,cnt1208,Hants County,1998,60 plus,708,248,125,113,198,50,26,149,30,235,1882,10,9,8,8,9,4,4,8,1,8,8,8,85,79,77,156
290,cnt1208,Hants County,1998,All Ages,923,551,359,242,384,106,56,368,205,393,3587,25,14,20,21,26,17,8,26,1,18,22,24,222,254,234,488
291,cnt1208,Hants County,1999,00-19,7,63,21,20,86,16,13,75,26,4,331,5,2,3,2,3,1,0,5,0,0,6,3,30,42,37,79
292,cnt1208,Hants County,1999,20-39,25,94,76,44,25,11,11,69,58,22,435,6,1,6,5,4,5,1,6,0,3,6,6,49,62,52,114
293,cnt1208,Hants County,1999,40-59,229,170,120,61,50,28,10,91,71,99,929,9,7,8,8,7,4,3,8,0,7,5,8,74,71,64,135
294,cnt1208,Hants County,1999,60 plus,579,236,132,126,200,38,15,149,37,201,1713,9,8,8,9,8,4,4,8,0,8,8,7,81,76,74,150
295,cnt1208,Hants County,1999,All Ages,840,563,349,251,361,93,49,384,192,326,3408,29,18,25,24,22,14,8,27,0,18,25,24,234,251,227,478
296,cnt1208,Hants County,2000,00-19,12,39,37,26,64,29,16,64,12,8,307,4,1,3,3,2,2,0,7,0,0,6,2,30,46,45,91
297,cnt1208,Hants County,2000,20-39,24,85,89,32,28,14,3,70,55,30,430,7,0,7,5,5,4,1,7,0,1,2,4,43,56,50,106
298,cnt1208,Hants County,2000,40-59,196,137,100,59,35,30,14,69,46,89,775,9,8,6,7,7,4,3,7,2,4,4,7,68,70,63,133
299,cnt1208,Hants County,2000,60 plus,580,233,116,104,196,49,30,140,38,202,1688,8,8,7,7,9,4,4,8,1,8,8,8,80,75,72,147
300,cnt1208,Hants County,2000,All Ages,812,494,342,221,323,122,63,343,151,329,3200,28,17,23,22,23,14,8,29,3,13,20,21,221,247,230,477
301,cnt1215,Inverness County,1995,00-19,3,65,13,14,119,15,14,42,25,1,311,1,0,3,1,1,4,2,3,0,2,4,1,22,37,34,71
302,cnt1215,Inverness County,1995,20-39,16,67,33,21,33,16,4,47,56,16,309,4,1,6,5,2,4,2,5,0,1,4,4,38,51,44,95
303,cnt1215,Inverness County,1995,40-59,131,105,60,43,49,17,4,51,53,55,568,8,5,7,8,7,4,3,7,3,5,6,8,71,70,62,132
304,cnt1215,Inverness County,1995,60 plus,503,202,76,88,201,24,4,93,67,186,1444,8,8,8,7,8,4,4,7,3,8,8,8,81,73,68,141
305,cnt1215,Inverness County,1995,All Ages,653,439,182,166,402,72,26,233,201,258,2632,21,14,24,21,18,16,11,22,6,16,22,21,212,231,208,439
306,cnt1215,Inverness County,1996,00-19,5,80,8,13,120,13,10,35,14,9,307,3,0,2,1,2,1,2,3,1,3,7,2,27,38,42,80
307,cnt1215,Inverness County,1996,20-39,13,56,30,16,27,4,3,33,52,9,243,5,0,5,5,3,4,1,5,0,1,5,3,37,48,38,86
308,cnt1215,Inverness County,1996,40-59,115,125,62,46,42,18,2,44,51,66,571,8,5,6,7,6,4,4,8,1,4,7,8,68,70,60,130
309,cnt1215,Inverness County,1996,60 plus,479,221,96,87,175,28,14,86,61,162,1409,8,8,8,7,8,3,4,8,2,7,8,8,79,72,74,146
310,cnt1215,Inverness County,1996,All Ages,612,482,196,162,364,63,29,198,178,246,2530,24,13,21,20,19,12,11,24,4,15,27,21,211,228,214,442
311,cnt1215,Inverness County,1997,00-19,2,54,5,3,116,4,6,26,15,5,236,1,0,2,1,3,0,1,3,1,1,6,2,21,27,34,61
312,cnt1215,Inverness County,1997,20-39,10,67,20,19,20,8,3,29,43,9,228,4,0,5,6,1,4,1,3,0,0,3,2,29,49,31,80
313,cnt1215,Inverness County,1997,40-59,105,119,39,43,69,9,6,35,49,76,550,7,5,7,5,8,3,1,5,2,7,7,7,64,66,59,125
314,cnt1215,Inverness County,1997,60 plus,433,232,100,83,225,25,18,97,44,156,1413,8,8,8,8,8,3,4,8,2,8,8,8,81,71,75,146
315,cnt1215,Inverness County,1997,All Ages,550,472,164,148,430,46,33,187,151,246,2427,20,13,22,20,20,10,7,19,5,16,24,19,195,213,199,412
316,cnt1215,Inverness County,1998,00-19,3,46,14,9,112,2,5,29,13,4,237,1,1,0,1,1,2,1,4,0,0,5,0,16,30,29,59
317,cnt1215,Inverness County,1998,20-39,17,57,18,6,25,12,3,36,23,9,206,5,0,3,5,4,3,1,3,0,0,2,2,28,42,35,77
318,cnt1215,Inverness County,1998,40-59,126,100,53,31,49,19,2,34,44,68,526,8,5,8,8,8,4,2,7,2,7,6,8,73,67,62,129
319,cnt1215,Inverness County,1998,60 plus,395,218,90,71,180,30,8,91,50,158,1291,8,8,8,8,8,3,4,8,4,8,8,8,83,76,71,147
320,cnt1215,Inverness County,1998,All Ages,541,421,175,117,366,63,18,190,130,239,2260,22,14,19,22,21,12,8,22,6,15,21,18,200,215,197,412
321,cnt1215,Inverness County,1999,00-19,1,48,10,7,91,8,14,29,9,6,223,0,0,3,4,2,0,0,4,0,2,5,3,23,31,33,64
322,cnt1215,Inverness County,1999,20-39,10,65,26,13,26,6,5,35,28,13,227,5,1,5,4,3,4,1,3,0,0,3,5,34,40,37,77
323,cnt1215,Inverness County,1999,40-59,93,119,53,50,36,13,6,47,41,60,518,8,2,6,8,6,4,2,6,1,5,6,7,61,61,62,123
324,cnt1215,Inverness County,1999,60 plus,446,220,86,79,173,23,6,79,61,198,1371,8,8,8,8,8,4,4,7,4,8,8,8,83,73,74,147
325,cnt1215,Inverness County,1999,All Ages,550,452,175,149,326,50,31,190,139,277,2339,21,11,22,24,19,12,7,20,5,15,22,23,201,205,206,411
326,cnt1215,Inverness County,2000,00-19,1,44,14,8,47,6,6,20,8,3,157,0,0,1,3,3,1,0,4,1,0,6,2,21,26,34,60
327,cnt1215,Inverness County,2000,20-39,7,72,16,18,18,10,3,24,26,17,211,3,0,6,7,5,3,1,4,0,1,5,3,38,45,35,80
328,cnt1215,Inverness County,2000,40-59,86,102,34,25,49,14,5,37,49,49,450,8,4,4,8,6,4,3,3,2,4,5,8,59,61,55,116
329,cnt1215,Inverness County,2000,60 plus,386,221,87,86,155,27,6,73,65,146,1252,8,8,7,7,8,4,4,8,5,8,8,8,83,74,74,148
330,cnt1215,Inverness County,2000,All Ages,480,439,151,137,269,57,20,154,148,215,2070,19,12,18,25,22,12,8,19,8,13,24,21,201,206,198,404
331,cnt1207,Kings County,1995,00-19,5,60,22,22,210,29,30,83,45,7,513,2,1,2,3,4,2,1,6,3,2,10,2,38,62,57,119
332,cnt1207,Kings County,1995,20-39,40,158,153,45,70,27,15,107,216,67,898,9,0,5,8,8,7,0,9,1,2,10,11,70,95,76,171
333,cnt1207,Kings County,1995,40-59,222,178,108,66,75,20,4,88,162,112,1035,13,8,7,11,8,7,4,11,2,7,8,13,99,103,87,190
334,cnt1207,Kings County,1995,60 plus,905,283,139,149,216,37,34,222,78,266,2329,14,12,13,13,13,6,6,13,0,12,11,13,126,120,118,238
335,cnt1207,Kings County,1995,All Ages,1172,679,422,282,571,113,83,500,501,452,4775,38,21,27,35,33,22,11,39,6,23,39,39,333,380,338,718
336,cnt1207,Kings County,1996,00-19,3,78,25,18,207,34,25,77,41,7,515,1,0,2,5,2,1,2,7,1,2,9,1,33,57,54,111
337,cnt1207,Kings County,1996,20-39,40,150,147,39,59,21,9,101,190,29,785,9,2,7,8,10,7,1,10,1,1,6,7,69,90,62,152
338,cnt1207,Kings County,1996,40-59,282,190,129,51,45,22,7,96,159,99,1080,12,4,8,12,12,7,3,9,0,6,5,11,89,96,87,183
339,cnt1207,Kings County,1996,60 plus,863,304,162,129,258,49,32,208,82,269,2356,14,12,11,11,12,7,6,13,1,13,12,14,126,122,117,239
340,cnt1207,Kings County,1996,All Ages,1188,722,463,237,569,126,73,482,472,404,4736,36,18,28,36,36,22,12,39,3,22,32,33,317,365,320,685
341,cnt1207,Kings County,1997,00-19,4,76,17,32,173,45,18,77,30,2,474,4,0,6,3,3,3,1,4,0,2,10,0,36,60,51,111
342,cnt1207,Kings County,1997,20-39,27,127,173,42,43,6,3,78,171,31,701,8,2,8,6,9,6,2,10,0,0,6,5,62,81,63,144
343,cnt1207,Kings County,1997,40-59,364,160,132,74,53,26,10,68,168,99,1154,13,8,10,10,10,7,2,11,1,3,8,12,95,104,92,196
344,cnt1207,Kings County,1997,60 plus,909,243,111,146,297,53,20,185,82,269,2315,14,12,11,10,13,5,6,10,2,12,13,13,121,116,111,227
345,cnt1207,Kings County,1997,All Ages,1304,606,433,294,566,130,51,408,451,401,4644,39,22,35,29,35,21,11,35,3,17,37,30,314,361,317,678
346,cnt1207,Kings County,1998,00-19,5,69,19,31,177,38,23,76,25,5,468,4,0,6,3,4,1,0,7,0,1,10,1,37,58,56,114
347,cnt1207,Kings County,1998,20-39,44,130,135,41,46,17,8,87,147,26,681,8,3,6,7,8,7,0,10,0,0,6,7,62,81,62,143
348,cnt1207,Kings County,1998,40-59,344,210,124,57,52,31,6,64,137,129,1154,14,5,10,11,11,7,2,8,0,6,7,14,95,96,89,185
